Amount,Use_Chip,Merchant_City,Gender,City,State,Per_Capita_Income_Zipcode,Yearly_Income_Person,Total_Debt,FICO_Score,Num_Credit_Cards,Card_Type,Credit_Limit,Fraud,Date,Age_Group
97.2,Chip,Mc Lean,Female,Lorton,VA,35062,71490,0,782,3,Debit,21968,No,2016-07-13,51-65
-99,Chip,Fontana,Female,Fontana,CA,13739,28007,0,691,4,Debit,46414,No,2019-08-31,36-50
2.53,Swipe,Brooklyn,Male,Brooklyn,NY,22456,45789,94014,695,4,Debit,21968,No,2014-06-29,36-50
48.3,Online,ONLINE,Female,Pompano Beach,FL,26530,54095,76109,753,3,Debit,24295,No,2011-08-05,51-65
11.75,Swipe,Belzoni,Female,Belzoni,MS,10909,22249,20420,789,3,Debit,24295,No,2010-11-14,36-50
60.39,Swipe,Fremont,Male,Fremont,CA,33727,68765,75608,798,5,Debit,24295,No,2008-12-10,66+
141.27,Swipe,San Antonio,Male,San Antonio,TX,12547,25585,59827,702,4,Debit,46414,No,2015-09-01,36-50
237.74,Online,ONLINE,Male,Mukwonago,WI,28215,57532,61268,735,4,Debit,24295,Yes,2008-05-16,36-50
140.88,Online,ONLINE,Male,Lawrenceville,GA,24252,57383,20725,799,4,Debit,46414,Yes,2014-01-27,66+
630.35,Online,ONLINE,Female,Federal Way,WA,21756,44355,44779,680,3,Debit,24295,Yes,2016-08-21,36-50
11.31,Swipe,Branch,Male,Lawrence,KS,27149,55351,152645,703,6,Debit,24295,No,2014-12-17,36-50
156.97,Online,ONLINE,Female,Trenton,NJ,22747,46377,79980,719,3,Debit,21968,Yes,2012-04-21,36-50
-290,Online,ONLINE,Female,Navarre,FL,20045,29164,19851,625,4,Debit,24295,Yes,2010-06-17,66+
156.42,Online,ONLINE,Female,Charleston,SC,17158,34982,134631,765,3,Debit,21968,Yes,2007-11-04,36-50
13.74,Swipe,Oswego,Male,Oswego,NY,20447,47993,3080,827,5,Credit,12400,No,2012-12-26,66+
8.44,Swipe,Des Moines,Male,Des Moines,IA,18568,37857,57727,800,2,Debit,21968,No,2014-08-10,36-50
847.79,Online,ONLINE,Male,Chesterfield,VA,26918,54881,3584,700,4,Debit,21968,Yes,2015-07-24,36-50
12.5,Swipe,Montgomery,Male,Bloomfield,IN,18204,37115,58438,685,3,Debit,24295,No,2007-12-10,36-50
7.02,Swipe,Campbell,Male,Campbell,TX,18934,38609,27463,740,3,Debit,46414,No,2003-06-11,36-50
50.84,Swipe,Milwaukee,Male,Milwaukee,WI,15487,31579,52419,771,3,Debit,24295,No,2017-07-22,51-65
60.49,Online,ONLINE,Male,Woodway,TX,26061,53138,153374,606,4,Credit,12400,No,2007-07-01,36-50
35.08,Swipe,Edgerton,Female,Edgerton,WI,21348,43529,126175,797,6,Debit,620,No,2011-04-21,36-50
398.87,Online,ONLINE,Female,Edmonds,WA,28248,31912,2182,630,4,Debit,21968,Yes,2018-11-30,66+
0.35,Online,ONLINE,Female,Tulsa,OK,46461,94733,0,707,5,Credit,12400,Yes,2014-01-13,36-50
19.13,Chip,Inman,Female,Inman,SC,18899,38539,0,850,3,Debit,21968,No,2019-04-01,36-50
19.88,Online,ONLINE,Male,Wichita,KS,19224,39191,43396,756,6,Credit,12400,Yes,2016-04-28,51-65
78,Chip,Rome,Female,Waipahu,HI,21314,32232,21134,652,5,Credit,12400,Yes,2019-01-01,66+
3.57,Online,ONLINE,Female,Tampa,FL,13254,13596,352,684,4,Debit,21968,Yes,2002-12-26,66+
46.37,Swipe,Duson,Female,Duson,LA,19798,40363,111112,711,4,Debit,21968,Yes,2009-02-28,51-65
137.71,Online,ONLINE,Male,Clayton,NC,22644,38637,30595,643,4,Credit,12400,Yes,2009-01-26,66+
49.7,Online,ONLINE,Female,Mount Kisco,NY,55274,112695,35135,840,6,Debit,620,Yes,2014-02-01,51-65
103.02,Chip,Philadelphia,Male,Wynnewood,PA,50579,103126,130160,642,1,Debit,24295,No,2019-08-11,26-35
192.27,Online,ONLINE,Female,Seattle,WA,35031,71427,115702,709,3,Debit,46414,Yes,2010-08-29,36-50
30.03,Swipe,Pensacola,Female,Quincy,FL,13144,26802,43444,638,2,Debit,24295,No,2011-07-16,36-50
44.44,Swipe,Ridgewood,Female,Union City,NJ,16770,34190,39242,810,7,Debit,46414,Yes,2009-01-11,51-65
149,Online,ONLINE,Female,Waipahu,HI,21314,32232,21134,652,5,Debit,21968,Yes,2007-09-20,66+
73.72,Chip,Holt,Female,Stockton,CA,12089,24648,32962,600,1,Debit,24295,No,2019-06-14,18-25
129.48,Swipe,Mckinney,Female,Mckinney,TX,24684,50329,76759,625,4,Debit,21968,No,2013-02-28,36-50
35.46,Online,ONLINE,Female,Chula Vista,CA,26957,54963,105623,675,4,Debit,46414,No,2007-03-18,51-65
226.62,Swipe,Abuja,Male,Los Angeles,CA,12349,11566,9102,536,4,Debit,24295,Yes,2001-06-15,66+
21.78,Chip,Gaithersburg,Male,Gaithersburg,MD,30179,61532,26832,683,4,Debit,24295,No,2016-09-22,51-65
17.2,Swipe,Tucson,Female,Tucson,AZ,16238,33106,108695,763,2,Debit,21968,No,2011-09-17,26-35
124.63,Online,ONLINE,Female,Barnstable,MA,26762,41902,29713,633,5,Credit,12400,Yes,2015-10-24,66+
25.41,Chip,Durham,Female,Durham,NC,17625,35938,47204,670,3,Debit,21968,No,2018-02-22,36-50
6.55,Swipe,Burlington,Male,Burlington,IA,18076,36853,112139,834,5,Debit,24295,No,2011-08-23,36-50
5.58,Chip,Wilson,Female,Wilson,NC,23756,55418,20950,590,3,Debit,46414,No,2017-03-01,51-65
7.65,Chip,Rome,Female,Fort Lauderdale,FL,14430,29422,58679,598,1,Debit,24295,Yes,2018-09-20,36-50
45.16,Swipe,Kennesaw,Female,Marietta,GA,30747,63502,24100,638,7,Debit,46414,Yes,2007-12-05,66+
297.5,Online,ONLINE,Female,Lakewood,NJ,13006,9795,396,771,7,Credit,12400,Yes,2008-08-08,66+
16.06,Swipe,Bradenton,Male,Bradenton,FL,29583,44690,2249,733,5,Debit,46414,No,2004-03-25,66+
352.09,Online,ONLINE,Male,Skokie,IL,21801,44452,12409,711,5,Debit,24295,Yes,2015-12-07,36-50
63.95,Swipe,Indiana,Female,Greensburg,PA,23074,52315,3174,695,4,Debit,24295,Yes,2009-02-20,66+
21.61,Online,ONLINE,Male,Elk Grove,CA,25949,52904,144534,680,4,Debit,46414,Yes,2015-10-27,51-65
96.11,Swipe,Hollywood,Female,Vero Beach,FL,16234,33098,59605,775,3,Debit,24295,No,2000-05-16,36-50
54.57,Online,ONLINE,Male,Cape Coral,FL,17140,34947,49024,751,3,Debit,21968,No,2001-06-16,51-65
156.88,Chip,Rome,Female,Oshkosh,WI,19573,39911,93823,625,7,Debit,33375,Yes,2018-02-07,36-50
139.99,Online,ONLINE,Male,Columbia,MD,37697,76867,118029,659,1,Debit,24295,Yes,2008-10-17,26-35
160.62,Online,ONLINE,Male,Mesilla Park,NM,14822,30217,23394,705,4,Debit,21968,Yes,2014-03-15,26-35
56.01,Online,ONLINE,Female,Moreno Valley,CA,15079,30747,51667,850,4,Credit,12400,Yes,2010-10-29,51-65
124,Chip,Rome,Male,Albany,NY,27005,55059,162462,735,3,Debit,46414,Yes,2019-10-15,51-65
61.86,Online,ONLINE,Female,Elkton,VA,18335,37384,120327,706,2,Debit,24295,No,2013-07-10,26-35
218.33,Online,ONLINE,Male,Los Angeles,CA,12349,11566,9102,536,4,Debit,21968,Yes,2015-12-14,66+
90.96,Swipe,Cancun,Male,Chantilly,VA,46175,113514,16524,727,8,Debit,620,No,2012-04-25,66+
47.63,Chip,Rome,Male,Manahawkin,NJ,21861,46031,8332,661,5,Debit,24295,Yes,2019-10-18,66+
459.27,Chip,Rome,Female,Hamilton,OH,19569,39898,43630,682,3,Debit,21968,Yes,2018-03-22,36-50
60.29,Chip,Highlands,Male,Highlands,NC,15899,32418,84507,758,4,Debit,21968,No,2019-02-01,51-65
2.1,Chip,San Antonio,Male,San Antonio,TX,12677,25850,56285,630,1,Debit,24295,No,2016-07-12,36-50
3.94,Chip,Santa Barbara,Female,Santa Barbara,CA,33097,35404,30887,575,3,Debit,24295,Yes,2015-04-21,51-65
501.97,Swipe,Greenwood,Female,Hot Springs National Park,AR,15857,32330,97190,835,4,Credit,12400,No,2014-03-24,36-50
213.23,Swipe,Abuja,Female,Sacramento,CA,18344,37401,76201,737,4,Debit,21968,Yes,2001-10-26,36-50
102.65,Swipe,Palm Bay,Male,Melbourne,FL,15840,32295,72357,698,4,Debit,46414,Yes,2012-02-02,51-65
4.75,Swipe,Aliso Viejo,Male,Laguna Beach,CA,69236,141161,0,773,3,Debit,21968,Yes,2008-08-07,36-50
206.43,Chip,Rome,Male,Levittown,PA,23207,26476,406,813,5,Debit,46414,Yes,2019-07-11,66+
17.36,Online,ONLINE,Female,Jessup,MD,28673,58463,141151,737,4,Debit,46414,Yes,2016-03-10,51-65
-67,Swipe,Monroe,Male,Middletown,NY,22621,38689,8942,836,5,Debit,21968,No,2013-06-23,66+
222.25,Online,ONLINE,Female,Kaneohe,HI,24516,49529,1385,689,6,Debit,24295,Yes,2016-11-22,66+
413.6,Online,ONLINE,Male,Kailua,HI,26370,39214,0,781,5,Debit,46414,Yes,2008-01-12,66+
218.9,Online,ONLINE,Male,Pinole,CA,25849,28210,22961,655,2,Debit,24295,Yes,2009-02-28,51-65
92,Swipe,Kirkville,Female,Hannibal,NY,17013,34690,48954,683,4,Debit,24295,No,2013-04-02,36-50
22.4,Swipe,Clarksville,Male,Clarksville,IN,16097,32820,23004,740,4,Credit,12400,No,2013-12-19,51-65
52.08,Online,ONLINE,Male,Woodbine,NJ,22697,46278,51243,791,4,Credit,12400,Yes,2016-01-06,36-50
24.46,Swipe,Los Angeles,Female,Los Angeles,CA,13614,27763,59691,691,1,Debit,24295,No,2012-08-05,36-50
20.44,Online,ONLINE,Female,Urbandale,IA,26764,33642,20874,593,5,Debit,24295,Yes,2007-10-17,66+
5.33,Swipe,Algiers,Male,Russellton,PA,14798,30172,39959,653,2,Debit,21968,Yes,2006-03-22,26-35
14.97,Online,ONLINE,Male,Lubbock,TX,16272,33178,92366,671,2,Debit,24295,Yes,2009-10-15,51-65
80,Chip,Blountsville,Male,Bessemer,AL,19851,40473,54899,689,4,Debit,21968,No,2017-04-24,36-50
51.26,Swipe,Rome,Male,Saint Paul,MN,32972,67226,128174,729,3,Debit,46414,Yes,2018-01-25,36-50
41.81,Online,ONLINE,Female,Eastman,GA,14425,29413,46043,703,2,Debit,24295,No,2013-06-20,51-65
37.04,Chip,Fayetteville,Female,Urbandale,IA,26764,33642,20874,593,5,Debit,24295,No,2018-11-18,66+
43.94,Online,ONLINE,Male,Harlem,GA,16568,33778,10058,757,1,Debit,24295,No,2019-12-06,26-35
13.75,Chip,Rincon,Male,Rincon,GA,23029,46954,69753,578,4,Credit,12400,No,2015-11-24,51-65
65.39,Online,ONLINE,Male,Delray Beach,FL,20055,40891,61245,717,4,Credit,12400,Yes,2008-05-01,51-65
3.82,Chip,Sherman Oaks,Female,Sherman Oaks,CA,51976,105963,106266,684,4,Credit,12400,No,2018-08-24,26-35
60,Chip,Creswell,Female,Coos Bay,OR,15069,30721,49961,749,3,Debit,24295,No,2016-04-30,36-50
36.93,Online,ONLINE,Male,Cherry Hill,NJ,39626,80794,3867,803,2,Debit,24295,No,2012-04-05,36-50
2.29,Chip,Birmingham,Female,Birmingham,AL,13263,16342,1758,747,5,Credit,12400,No,2015-05-09,66+
312.36,Swipe,Glastonbury,Male,Lyndonville,VT,16976,34606,23909,680,5,Debit,46414,Yes,2009-01-27,36-50
140.89,Swipe,Bowling Green,Male,Bowling Green,KY,14839,30252,24172,812,5,Debit,21968,No,2013-10-31,51-65
118.27,Online,ONLINE,Male,Naples,FL,17455,35590,92603,720,4,Credit,12400,Yes,2010-06-07,51-65
269.82,Online,ONLINE,Female,Bartlesville,OK,16453,33548,31183,693,2,Debit,21968,Yes,2016-01-19,26-35
5.43,Chip,Rome,Male,Huntington,WV,21842,44534,107410,702,4,Debit,46414,Yes,2019-04-23,26-35
33.57,Swipe,Stamford,Male,Stamford,CT,34138,69604,47193,684,4,Debit,24295,No,2011-12-11,51-65
56.08,Swipe,Roseville,Male,Roseville,CA,25476,51943,61722,794,3,Debit,46414,No,2013-06-16,36-50
55.75,Online,ONLINE,Female,Bronx,NY,25537,52065,98613,828,5,Debit,21968,Yes,2007-08-26,36-50
6.75,Swipe,New Bremen,Female,New Bremen,OH,24227,49396,39549,814,3,Debit,46414,No,2014-06-15,36-50
63.18,Online,ONLINE,Female,Odenville,AL,20542,41886,107734,768,3,Debit,24295,Yes,2016-01-04,51-65
113.9,Swipe,Hartford,Female,Sioux Falls,SD,20153,39082,16870,722,4,Credit,12400,Yes,2016-01-12,66+
40.79,Swipe,Louisville,Male,Melbourne,FL,15840,32295,72357,698,4,Debit,21968,No,2014-12-10,51-65
9.98,Online,ONLINE,Female,Miami,FL,19386,23217,2559,616,3,Debit,46414,Yes,2004-08-23,66+
46.64,Swipe,Auburn,Female,Trinidad,CA,15296,22290,9235,716,6,Credit,12400,No,2011-02-24,66+
78.17,Swipe,Walnut Creek,Male,Walnut Creek,CA,42234,86113,177353,713,6,Debit,21968,Yes,2008-03-28,36-50
16.22,Swipe,Brownsburg,Male,Indianapolis,IN,32865,67008,81402,778,8,Debit,46414,Yes,2009-02-27,36-50
89.1,Swipe,Mission,Male,Mission,TX,14275,22104,20031,670,3,Debit,21968,No,2008-05-16,66+
176.51,Chip,Rome,Male,Middletown,NY,22621,38689,8942,836,5,Debit,24295,Yes,2019-07-30,66+
24.41,Swipe,Tishomingo,Female,Oklahoma City,OK,49868,101679,307856,592,1,Debit,24295,No,2009-03-02,36-50
-55,Swipe,Medford,Female,Medford,NY,27376,64829,15537,664,3,Debit,21968,No,2015-10-16,51-65
0.98,Swipe,Red Bluff,Female,Fall River Mills,CA,13723,27981,62926,717,3,Debit,24295,No,2011-05-31,51-65
33.16,Swipe,Houston,Female,Houston,TX,13862,28267,35727,799,3,Debit,46414,No,2010-01-16,36-50
61.43,Swipe,Atlantic City,Female,Fort Lauderdale,FL,21084,42593,16083,703,2,Debit,21968,No,2009-06-03,66+
80,Chip,Knoxville,Female,Mosheim,TN,14406,29371,32300,715,2,Debit,21968,No,2016-07-26,26-35
4.07,Swipe,El Monte,Male,Alpharetta,GA,43725,89152,162012,675,1,Debit,24295,No,2015-03-01,51-65
11.19,Chip,York,Male,York,NE,18024,36753,33657,684,4,Debit,24295,No,2018-07-01,36-50
42.08,Swipe,Marietta,Female,Marietta,GA,17977,36652,60949,600,3,Debit,24295,No,1995-01-01,51-65
61.13,Chip,Seattle,Female,Seattle,WA,35031,71427,115702,709,3,Debit,21968,No,2019-10-31,36-50
308.97,Online,ONLINE,Male,Prairieville,LA,29006,59139,128870,742,4,Debit,21968,Yes,2016-06-02,36-50
206.05,Online,ONLINE,Male,Grenada,MS,15568,31739,81905,799,5,Debit,24295,Yes,2008-09-15,36-50
144.83,Online,ONLINE,Male,San Antonio,TX,29557,33426,1852,699,4,Debit,24295,Yes,2008-03-13,66+
19.15,Chip,Dallas,Female,Dallas,TX,37234,75918,94579,759,2,Debit,24295,No,2016-04-14,36-50
50.07,Online,ONLINE,Male,Harrison,MI,11036,22505,27928,798,3,Debit,21968,Yes,2008-03-21,36-50
310.07,Swipe,Boulder,Female,Boulder,CO,31377,63974,131731,707,4,Debit,24295,No,2004-05-02,51-65
63.71,Swipe,Greensboro,Female,Greensboro,NC,19453,39661,74740,850,4,Credit,12400,No,2007-07-23,51-65
5.24,Swipe,Oakdale,Male,Oakdale,LA,16816,34287,77180,760,3,Debit,21968,No,2009-05-05,36-50
69.89,Online,ONLINE,Female,Iowa City,IA,23238,47374,35312,714,2,Debit,24295,Yes,2013-09-20,36-50
100,Chip,Gilbert,Male,Mesa,AZ,25005,50980,0,754,4,Credit,12400,No,2017-10-14,51-65
8.29,Swipe,Annandale,Female,Annandale,VA,30622,65298,18684,524,2,Debit,21968,No,2004-02-28,66+
69.8,Swipe,Leander,Female,Leander,TX,25872,52754,38191,693,5,Debit,21968,No,2012-07-31,51-65
6.99,Swipe,Roan Mountain,Female,Roan Mountain,TN,12427,25334,182,696,3,Debit,24295,No,2009-02-06,51-65
-339,Online,ONLINE,Male,Wagoner,OK,15195,30983,10019,757,5,Credit,12400,Yes,2015-07-07,66+
159.3,Swipe,Rome,Male,Holden,ME,24259,49467,77465,697,5,Debit,21968,Yes,2018-12-19,51-65
257,Online,ONLINE,Female,Dyer,IN,28048,57185,0,773,3,Debit,46414,Yes,2016-10-16,36-50
45.31,Online,ONLINE,Male,Westminster,SC,15406,31943,1248,686,6,Debit,620,No,2018-10-06,66+
38.68,Chip,Hendersonville,Male,Hendersonville,NC,13634,23993,2573,714,5,Debit,21968,No,2019-10-19,66+
23.55,Online,ONLINE,Male,Willsboro,NY,14415,29388,21221,755,3,Debit,21968,No,2015-06-02,51-65
-436,Online,ONLINE,Male,Garland,TX,18408,37536,63386,717,3,Debit,46414,Yes,2016-06-23,51-65
22.21,Online,ONLINE,Female,Millington,TN,19115,19225,1644,809,8,Credit,12400,No,2012-09-22,66+
1.52,Swipe,Whitefield,Male,Franconia,NH,21159,43144,54157,628,3,Debit,24295,No,2007-11-21,36-50
-408,Online,ONLINE,Female,Fernwood,ID,12618,25723,34007,746,3,Debit,24295,Yes,2015-08-18,36-50
1.77,Swipe,Rossford,Male,Carleton,MI,22321,56542,9097,733,6,Debit,620,No,2010-11-19,66+
7.4,Online,ONLINE,Male,Inglewood,CA,18476,28245,13411,669,1,Debit,24295,No,2014-12-16,51-65
163,Online,ONLINE,Female,Hillsboro,IL,17696,36080,80443,839,3,Debit,21968,Yes,2010-11-18,36-50
29.56,Online,ONLINE,Male,Huntington,NY,51032,104049,247623,741,2,Debit,24295,No,2014-10-02,36-50
15.15,Online,ONLINE,Female,Chambersburg,PA,20943,39206,9219,605,4,Debit,46414,Yes,2009-06-23,51-65
44.44,Chip,Daniels,Male,Nashport,OH,21156,43133,44263,693,3,Debit,21968,No,2015-01-05,36-50
112.06,Online,ONLINE,Female,Valdosta,GA,12672,8526,3723,684,3,Debit,46414,Yes,2015-12-19,66+
60.29,Online,ONLINE,Female,Knoxville,TN,24801,44469,12777,733,5,Debit,24295,Yes,2008-11-06,66+
97.63,Online,ONLINE,Female,Round Rock,TX,30358,61901,29627,726,7,Debit,33375,Yes,2007-09-19,51-65
8.02,Swipe,Cushing,Female,Cushing,OK,17237,35142,107898,731,4,Debit,46414,No,2010-01-21,36-50
106.65,Swipe,San Antonio,Male,San Antonio,TX,12547,25585,59827,702,4,Debit,21968,No,2006-04-07,36-50
8.13,Chip,Mc Leansboro,Female,Iuka,IL,15976,32576,0,753,4,Credit,12400,No,2018-09-23,51-65
90.73,Swipe,Savannah,Male,Columbia,MD,37697,76867,118029,659,1,Debit,24295,No,2013-09-07,26-35
107.34,Chip,Rome,Male,Sarasota,FL,19983,40745,18371,718,4,Debit,46414,Yes,2019-08-03,51-65
13.33,Swipe,Rego Park,Male,Rego Park,NY,25109,51196,67164,631,4,Debit,21968,No,2016-12-05,36-50
488.22,Chip,Bellevue,Female,Kaneohe,HI,24516,49529,1385,689,6,Debit,24295,Yes,2015-11-15,66+
17.36,Swipe,Rockingham,Female,Rockingham,NC,15009,30605,16549,737,5,Debit,21968,No,2000-10-22,51-65
42.65,Online,ONLINE,Female,Round Rock,TX,30358,61901,29627,726,7,Debit,33375,No,2014-12-17,51-65
70.69,Online,ONLINE,Female,Donaldsonville,LA,16474,27150,2007,737,1,Debit,24295,Yes,2008-05-08,66+
124.53,Online,ONLINE,Male,San Antonio,TX,29557,33426,1852,699,4,Debit,24295,Yes,2016-07-05,66+
2.16,Chip,Rome,Male,Caledonia,OH,18293,37298,52134,683,1,Debit,24295,Yes,2018-06-20,36-50
168.18,Swipe,Miami,Male,Miami,FL,53676,109440,180865,737,5,Debit,46414,Yes,2008-09-01,51-65
7.14,Swipe,Westminster,Male,Westminster,SC,15406,31943,1248,686,6,Credit,12400,No,2010-10-17,66+
-60,Chip,Garland,Female,Garland,TX,14535,29637,56446,569,3,Debit,21968,No,2015-07-25,26-35
18.17,Swipe,Seattle,Female,Seattle,WA,37485,76431,115362,716,5,Debit,21968,Yes,2013-03-12,51-65
103.9,Online,ONLINE,Male,Silver Spring,MD,30794,62791,193215,692,4,Credit,12400,Yes,2007-11-02,51-65
2.81,Chip,Rome,Female,Norwalk,CT,30736,62669,70317,760,5,Debit,46414,Yes,2018-01-01,66+
32.45,Online,ONLINE,Male,Newburgh,IN,28126,57348,119230,527,3,Debit,24295,No,2007-07-10,36-50
13.43,Online,ONLINE,Male,Roseville,CA,25476,51943,61722,794,3,Debit,46414,Yes,2016-08-09,36-50
28.43,Chip,Westbury,Female,Rockville Centre,NY,48994,103294,39076,831,3,Debit,21968,No,2016-08-19,51-65
3.1,Swipe,Russell,Male,Jackson Center,PA,16809,34272,39514,765,4,Credit,12400,No,2008-04-26,51-65
66.75,Online,ONLINE,Male,Mobile,AL,25381,51755,88605,806,1,Debit,24295,Yes,2003-04-03,36-50
80,Swipe,Pikesville,Male,Gwynn Oak,MD,20641,24055,0,733,7,Credit,12400,No,2004-08-31,66+
1.12,Chip,Plymouth,Female,Plymouth,MI,33031,67344,7049,804,4,Debit,24295,No,2018-11-03,51-65
228.71,Swipe,Frankford,Female,O Fallon,MO,25350,17056,29112,667,5,Credit,12400,Yes,2013-02-26,51-65
20.72,Swipe,Baton Rouge,Female,Baton Rouge,LA,17412,35501,78801,693,4,Credit,12400,No,2007-09-06,36-50
56.86,Chip,Brooklyn,Male,Brooklyn,NY,16985,34637,12623,710,4,Debit,24295,No,2017-02-25,51-65
3.24,Chip,Kalispell,Female,Kalispell,MT,17040,34745,26503,691,4,Debit,24295,No,2016-07-12,18-25
293.39,Online,ONLINE,Male,Indianapolis,IN,16045,32716,46919,593,3,Debit,46414,Yes,2016-10-20,51-65
195.56,Chip,Lake Junaluska,Female,Canton,NC,16248,28134,2081,674,2,Debit,24295,Yes,2016-11-01,66+
12.27,Swipe,Lawrenceville,Male,Lawrenceville,GA,24252,57383,20725,799,4,Debit,46414,No,2014-06-12,66+
104.49,Chip,Rome,Male,Butler,OH,17161,34985,29409,723,6,Credit,12400,Yes,2019-09-28,66+
1.51,Swipe,Ann Arbor,Male,Ann Arbor,MI,34119,69566,50003,791,4,Credit,12400,No,2017-12-16,36-50
201.89,Online,ONLINE,Female,Fort Gibson,OK,18585,27864,1371,591,6,Debit,24295,Yes,2015-10-11,66+
28.23,Online,ONLINE,Male,Naples,FL,17455,35590,92603,720,4,Debit,46414,No,2006-03-23,51-65
71.61,Chip,Aberdeen,Female,Aberdeen,MD,22590,46063,106528,618,1,Debit,24295,No,2018-05-24,26-35
12.94,Chip,Rome,Female,San Diego,CA,13805,28147,25987,756,7,Debit,21968,Yes,2018-02-15,51-65
-54,Swipe,Leicester,Male,Highlands,NC,15899,32418,84507,758,4,Credit,12400,No,2007-03-03,51-65
201.9,Swipe,Algiers,Female,Rockingham,NC,15009,30605,16549,737,5,Debit,21968,Yes,2006-08-15,51-65
163.81,Online,ONLINE,Female,Fernwood,ID,12618,25723,34007,746,3,Debit,24295,Yes,2015-08-11,36-50
8.08,Online,ONLINE,Male,Rush,NY,26072,54013,3628,779,8,Credit,12400,Yes,2016-03-27,66+
37.42,Online,ONLINE,Male,Gonzales,TX,15092,10869,1820,820,2,Debit,24295,No,2020-01-03,66+
116,Online,ONLINE,Female,Cleveland,OH,21402,43634,73037,786,3,Debit,46414,No,2010-01-25,36-50
116,Online,ONLINE,Female,Lubbock,TX,17444,35565,54634,681,3,Debit,21968,Yes,2016-08-23,26-35
122.66,Swipe,Matthews,Female,Matthews,NC,27254,55569,76181,698,6,Debit,46414,No,2005-08-11,51-65
10.8,Chip,Rome,Female,Lubbock,TX,17444,35565,54634,681,3,Debit,24295,Yes,2018-10-01,26-35
105.55,Swipe,Port au Prince,Male,Rancho Cucamonga,CA,24603,50163,97188,761,4,Debit,21968,Yes,2010-08-30,36-50
18.96,Swipe,Lubbock,Male,Lubbock,TX,12187,12826,1550,734,5,Debit,24295,No,2009-06-21,66+
8.14,Swipe,Hoboken,Female,Union City,NJ,16770,34190,39242,810,7,Debit,46414,Yes,2008-08-08,51-65
4.85,Swipe,Dayville,Female,Franklin,TN,36563,70554,39078,655,5,Debit,46414,No,2008-05-25,66+
7.27,Swipe,Minneapolis,Female,Minneapolis,MN,40364,82298,182301,789,6,Debit,46414,No,2005-01-10,51-65
164.56,Chip,East Peoria,Male,East Peoria,IL,22416,45707,113194,715,3,Debit,24295,Yes,2016-04-03,51-65
23.01,Swipe,Port Orchard,Male,Port Orchard,WA,21219,30248,35766,763,4,Debit,46414,No,2010-05-01,66+
85.18,Online,ONLINE,Female,Palm Beach Gardens,FL,27696,56467,66565,688,3,Debit,21968,Yes,2009-10-05,36-50
9.41,Swipe,Seattle,Male,Sammamish,WA,50607,103185,206422,564,1,Debit,24295,No,2009-10-26,51-65
36.3,Swipe,Marysville,Male,Fayetteville,NC,18376,37468,73448,666,3,Debit,24295,No,2004-11-10,36-50
29.61,Chip,Rome,Male,Meridian,ID,22290,45450,85218,686,3,Debit,46414,Yes,2017-12-27,51-65
1.45,Swipe,Dearborn,Male,Carleton,MI,22321,56542,9097,733,6,Debit,620,No,2008-09-28,66+
54.64,Swipe,Warsaw,Male,Nashport,OH,21156,43133,44263,693,3,Debit,21968,No,2007-04-11,36-50
1.19,Swipe,Newark,Female,Independence,MO,16224,33076,50117,721,3,Debit,21968,No,2009-02-25,26-35
27.79,Online,ONLINE,Male,Seabrook,NH,22448,45767,41791,721,4,Debit,24295,No,2016-04-08,51-65
59.23,Swipe,Fort Smith,Female,Van Buren,AR,17093,34854,40722,746,5,Debit,46414,Yes,2008-11-13,36-50
86.09,Online,ONLINE,Female,Easton,PA,21005,42825,105122,850,5,Debit,24295,No,2019-06-30,51-65
14.68,Swipe,Tokyo,Male,Mobile,AL,25381,51755,88605,806,1,Debit,24295,Yes,2003-04-04,36-50
13.88,Online,ONLINE,Female,Nixa,MO,20316,41427,53773,850,3,Debit,21968,Yes,2012-01-18,51-65
25.27,Swipe,Bothell,Female,Bothell,WA,33226,67743,67132,752,3,Debit,21968,No,2011-04-30,36-50
97.42,Online,ONLINE,Male,Montgomery,AL,25009,50993,75783,675,5,Debit,24295,Yes,2015-08-16,36-50
99.36,Swipe,Strasburg,Male,Medford,OR,18961,38661,88636,765,3,Debit,46414,Yes,2013-09-08,36-50
90.18,Online,ONLINE,Male,El Paso,TX,12313,25109,92,850,3,Debit,21968,Yes,2007-09-16,36-50
107.11,Online,ONLINE,Male,Hawthorne,CA,19153,39052,65861,804,4,Debit,24295,Yes,2014-01-19,36-50
1010.22,Online,ONLINE,Female,Lubbock,TX,17444,35565,54634,681,3,Debit,21968,Yes,2016-08-23,26-35
19.34,Online,ONLINE,Male,Chandler,AZ,32056,65357,21844,685,4,Debit,24295,No,2016-03-29,51-65
53.51,Swipe,Traverse City,Male,Traverse City,MI,20325,41442,78833,712,3,Debit,21968,No,2012-02-20,26-35
-96,Swipe,Farmington,Female,Farmington,MN,28429,41513,15899,748,3,Debit,46414,No,2013-10-27,66+
64.29,Online,ONLINE,Female,Kokomo,IN,16794,34241,79551,784,2,Debit,24295,Yes,2013-09-01,36-50
427,Online,ONLINE,Male,Houston,TX,20055,40887,50734,688,4,Debit,24295,Yes,2016-09-15,26-35
17.33,Swipe,Pell City,Female,Odenville,AL,20542,41886,107734,768,3,Debit,24295,No,2016-05-26,51-65
